,game_dt,s,team_name
502,19220531,-2,Washington  Senators
668,19220618,1,Washington  Senators
669,19220619,-2,Washington  Senators
670,19220620,3,Washington  Senators
671,19220621,-1,Washington  Senators
686,19220802,3,Washington  Senators
687,19220803,2,Washington  Senators
688,19220804,1,Washington  Senators
689,19220805,4,Washington  Senators
709,19220922,-2,Washington  Senators
710,19220923,-5,Washington  Senators
711,19220924,1,Washington  Senators
882,19220606,3,Washington  Senators
883,19220607,1,Washington  Senators
884,19220608,5,Washington  Senators
905,19220729,12,Washington  Senators
906,19220729,-1,Washington  Senators
907,19220730,-8,Washington  Senators
908,19220731,-9,Washington  Senators
909,19220801,-14,Washington  Senators
926,19220913,3,Washington  Senators
927,19220914,-1,Washington  Senators
928,19220915,-1,Washington  Senators
1039,19220421,-1,Washington  Senators
1040,19220422,-2,Washington  Senators
1041,19220423,-3,Washington  Senators
1064,19220524,2,Washington  Senators
1065,19220525,-2,Washington  Senators
1104,19220829,-2,Washington  Senators
1105,19220830,-1,Washington  Senators
1109,19220908,-7,Washington  Senators
1110,19220909,-1,Washington  Senators
1113,19220428,5,Washington  Senators
1114,19220429,-1,Washington  Senators
1115,19220501,-3,Washington  Senators
1155,19220724,-2,Washington  Senators
1177,19220928,3,Washington  Senators
1178,19220928,-7,Washington  Senators
1179,19220929,-1,Washington  Senators
1180,19220929,-4,Washington  Senators
1181,19220930,4,Washington  Senators
1182,19220930,-3,Washington  Senators
1343,19220919,1,Washington  Senators
1344,19220920,5,Washington  Senators
1601,19250508,-1,Washington  Senators
1602,19250509,3,Washington  Senators
1603,19250511,9,Washington  Senators
1624,19250707,-1,Washington  Senators
1625,19250708,8,Washington  Senators
1626,19250709,3,Washington  Senators
1627,19250710,-1,Washington  Senators
1652,19250828,1,Washington  Senators
1653,19250829,11,Washington  Senators
1817,19250516,4,Washington  Senators
1818,19250517,1,Washington  Senators
1819,19250518,-3,Washington  Senators
1820,19250519,1,Washington  Senators
1830,19250619,2,Washington  Senators
1855,19250718,13,Washington  Senators
1856,19250719,2,Washington  Senators
1857,19250720,8,Washington  Senators
1861,19250818,3,Washington  Senators
1862,19250819,4,Washington  Senators
1863,19250820,1,Washington  Senators
1985,19250414,-4,Washington  Senators
1986,19250415,3,Washington  Senators
1987,19250416,2,Washington  Senators
1988,19250417,5,Washington  Senators
1999,19250601,2,Washington  Senators
2000,19250602,-3,Washington  Senators
2001,19250603,-2,Washington  Senators
2002,19250604,5,Washington  Senators
2020,19250723,-4,Washington  Senators
2055,19250418,-3,Washington  Senators
2057,19250527,1,Washington  Senators
2058,19250528,-8,Washington  Senators
2060,19250528,-5,Washington  Senators
2080,19250626,2,Washington  Senators
2081,19250627,-2,Washington  Senators
2100,19250907,1,Washington  Senators
2101,19250907,1,Washington  Senators
2102,19250908,-2,Washington  Senators
2103,19250909,-2,Washington  Senators
2280,19250512,-3,Washington  Senators
2281,19250513,7,Washington  Senators
2282,19250514,2,Washington  Senators
2283,19250515,5,Washington  Senators
2303,19250711,-5,Washington  Senators
2304,19250713,-1,Washington  Senators
2305,19250714,-11,Washington  Senators
2409,19270423,-1,Washington  Senators
2432,19270624,2,Washington  Senators
2466,19270926,2,Washington  Senators
2467,19270928,1,Washington  Senators
2589,19270510,-1,Washington  Senators
2590,19270511,-3,Washington  Senators
2591,19270512,-1,Washington  Senators
2618,19270716,-2,Washington  Senators
2619,19270718,4,Washington  Senators
2620,19270719,1,Washington  Senators
2621,19270720,2,Washington  Senators
2635,19270827,-5,Washington  Senators
2804,19270514,-3,Washington  Senators
2805,19270517,12,Washington  Senators
2824,19270708,3,Washington  Senators
2825,19270708,1,Washington  Senators
2826,19270709,1,Washington  Senators
2827,19270709,1,Washington  Senators
2828,19270710,1,Washington  Senators
2829,19270711,1,Washington  Senators
2854,19270824,-6,Washington  Senators
2855,19270825,-2,Washington  Senators
2856,19270826,-1,Washington  Senators
2981,19330428,1,Washington  Senators
2983,19270425,1,Washington  Senators
2985,19270527,5,Washington  Senators
2986,19270527,-5,Washington  Senators
2987,19270528,-6,Washington  Senators
2988,19270528,1,Washington  Senators
3013,19270704,-11,Washington  Senators
3014,19270704,-20,Washington  Senators
3015,19270705,-1,Washington  Senators
3049,19270929,-11,Washington  Senators
3050,19270930,-2,Washington  Senators
3051,19271001,-1,Washington  Senators
3055,19270428,-8,Washington  Senators
3056,19270429,-1,Washington  Senators
3078,19270621,1,Washington  Senators
3079,19270621,-6,Washington  Senators
3080,19270622,2,Washington  Senators
3081,19270622,-6,Washington  Senators
3082,19270623,-3,Washington  Senators
3090,19330429,3,Washington  Senators
3106,19270905,-1,Washington  Senators
3107,19270905,-3,Washington  Senators
3108,19270906,5,Washington  Senators
3109,19270906,-4,Washington  Senators
3284,19270507,7,Washington  Senators
3321,19270721,-1,Washington  Senators
3322,19270721,0,Washington  Senators
3323,19270722,-1,Washington  Senators
3324,19270722,-1,Washington  Senators
3325,19330725,4,Washington  Senators
3326,19270723,1,Washington  Senators
3327,19270817,3,Washington  Senators
3328,19270817,-1,Washington  Senators
3329,19270818,-1,Washington  Senators
3330,19270819,-5,Washington  Senators
3462,19300416,1,Washington  Senators
3496,19300707,7,Washington  Senators
3497,19300709,3,Washington  Senators
3514,19300924,-3,Washington  Senators
3515,19300925,1,Washington  Senators
3516,19300926,-6,Washington  Senators
3664,19300611,1,Washington  Senators
3665,19300612,-4,Washington  Senators
3666,19300613,4,Washington  Senators
3684,19300724,-6,Washington  Senators
3685,19300725,-1,Washington  Senators
3686,19300726,-3,Washington  Senators
3702,19300912,1,Washington  Senators
3703,19300913,2,Washington  Senators
3704,19300915,5,Washington  Senators
3871,19300608,-1,Washington  Senators
3872,19300609,-1,Washington  Senators
3888,19300716,6,Washington  Senators
3889,19300716,-7,Washington  Senators
3890,19300717,-1,Washington  Senators
3891,19300718,2,Washington  Senators
3892,19300719,-3,Washington  Senators
3893,19300719,13,Washington  Senators
3918,19300917,-6,Washington  Senators
3919,19300917,2,Washington  Senators
3920,19300918,-1,Washington  Senators
4059,19300526,3,Washington  Senators
4060,19300527,5,Washington  Senators
4061,19300529,-2,Washington  Senators
4085,19300802,6,Washington  Senators
4087,19300805,2,Washington  Senators
4106,19300903,-3,Washington  Senators
4107,19300904,1,Washington  Senators
4108,19300905,9,Washington  Senators
4109,19300906,-1,Washington  Senators
4112,19300419,-9,Washington  Senators
4113,19300421,3,Washington  Senators
4125,19300516,2,Washington  Senators
4126,19300516,4,Washington  Senators
4134,19300530,-1,Washington  Senators
4135,19300530,-4,Washington  Senators
4136,19300531,-4,Washington  Senators
4160,19300806,4,Washington  Senators
4161,19300807,-3,Washington  Senators
4178,19300825,1,Washington  Senators
4179,19300826,-1,Washington  Senators
4330,19300614,-1,Washington  Senators
4331,19300616,2,Washington  Senators
4332,19300617,-3,Washington  Senators
4340,19300721,-2,Washington  Senators
4341,19300722,-2,Washington  Senators
4358,19300910,-1,Washington  Senators
4456,19310502,4,Washington  Senators
4457,19310502,-1,Washington  Senators
4458,19310527,8,Washington  Senators
4459,19310528,1,Washington  Senators
4496,19310829,-2,Washington  Senators
